index,id,street,code_muni,process,stnd_addr_index,dataset,original_street_name,jaro_distance,housenumber
61618,39784672,Estrada Comandante Luiz Souto,3304557.0,2,374,street_data,Comandante Luiz Souto,,
54113,37698561,Rua Visconde de Niterói,3304557.0,2,375,street_data,Visconde de Niterói,,
61078,39517667,Rua Gustavo Viana Filho,3304557.0,2,376,street_data,Gustavo Viana Filho,,
330271,153665054,Rua Palhano,3304557.0,2,377,street_data,Palhano,,
95918,48549170,Rua Marcelo Tupinambá,3304557.0,2,378,street_data,Marcelo Tupinambá,,
1585808,472825135,Avenida Cipriano Barata,3304557.0,2,379,street_data,Cipriano Barata,,
68845,41425840,Rua Décio Vilares,3304557.0,2,380,street_data,Décio Vilares,,
0,40571497,Avenida Genaro de Carvalho,3304557.0,3,381,street_data,Genario De Carvalho,0.9731968810916178,
624726,6600534925.0,Rua Senador Vergueiro,3304557.0,1,382,points_data,Senador Vergueiro,,92
0,41890952,Rua Fabio da Luz,3304557.0,3,383,street_data,Fabio Da Luz,0.9777777777777777,
84443,45860722,Rua Projetada Cinco,3304557.0,2,384,street_data,Cinco,,
67081,41089605,Rua Principal,3304557.0,2,385,street_data,Principal,,
0,43902407,Rua Amana,3304557.0,3,386,street_data,Amanajo,0.9523809523809523,
104392,49712044,Rua Nambi,3304557.0,2,387,street_data,Nambi,,
48901,34618323,Rua Engenheiro Gama Lobo,3304557.0,2,388,street_data,Engenheiro Gama Lobo,,
83634,45767370,Rua Marino Silva,3304557.0,2,389,street_data,Marino Silva,,
0,59878588,Rua Santa Sofia,3304557.0,3,390,street_data,Santa Sofía,0.9939393939393939,
6279,15469696,Rua Leopoldo Miguez,3304557.0,2,391,street_data,Leopoldo Miguez,,
34623,31292922,Avenida Lúcio Costa,3304557.0,2,392,street_data,Lúcio Costa,,
1041959,295358137,Rua São Boaventura Tolomei,3304557.0,2,393,street_data,São Boaventura Tolomei,,
60163,39128590,Rua Esperança,3304557.0,2,394,street_data,Esperança,,
422785,166156280,Rua Capitão Sampaio,3304557.0,2,395,street_data,Capitão Sampaio,,
58172,38868765,Rua C,3304557.0,2,397,street_data,C,,
53889,37575342,Rua Alberto de Carvalho,3304557.0,2,398,street_data,Alberto de Carvalho,,
82467,45457616,Rua Alvarenga Peixoto,3304557.0,2,399,street_data,Alvarenga Peixoto,,
91252,48288158,Rua Vista Alegre,3304557.0,2,400,street_data,Vista Alegre,,
0,30061027,Rua Engenheiro Moacir Reis,3304557.0,3,401,street_data,Engenheiro Romero Zander,1.0,
62350,40332356,Estrada Adhemar Bebiano,3304557.0,2,402,street_data,Adhemar Bebiano,,
75106,43285448,Rua Dezoito de Setembro,3304557.0,2,404,street_data,Dezoito de Setembro,,
70040,41890989,Rua Pedro de Carvalho,3304557.0,2,405,street_data,Pedro de Carvalho,,
183702,102135471,Rua Arapoca,3304557.0,2,407,street_data,Arapoca,,
55131,37939996,Rua A,3304557.0,2,408,street_data,A,,
0,16614866,Avenida Ministro Ivan Lins,3304557.0,3,409,street_data,Ministro Ary Franco,0.9724415204678363,
0,44504576,Rua Democracia,3304557.0,3,411,street_data,Democrata,0.9688888888888889,
70072,41891145,Rua Silva Rabelo,3304557.0,2,413,street_data,Silva Rabelo,,
103375,49455510,Rua Doutor Manuel Marreiros,3304557.0,2,414,street_data,Doutor Manuel Marreiros,,
54157,37706824,Avenida Marechal Fontenelle,3304557.0,2,415,street_data,Marechal Fontenelle,,
159389,92350958,Rua São Roberto,3304557.0,2,416,street_data,São Roberto,,
628836,206479293,Rua Oliva Maia,3304557.0,2,417,street_data,Oliva Maia,,
328019,153448387,Rua Ormindo Martins,3304557.0,2,418,street_data,Ormindo Martins,,
6132,14864294,Rua Hannibal Porto,3304557.0,2,420,street_data,Hannibal Porto,,
276092,137379458,Rua Antônio Austregésilo,3304557.0,2,421,street_data,Antônio Austregésilo,,
473304,172592908,Rua Alfredo Pinto,3304557.0,2,422,street_data,Alfredo Pinto,,
6355,15790958,Estrada Vereador Alceu de Carvalho,3304557.0,2,423,street_data,Vereador Alceu de Carvalho,,
27034,30086600,Rua do Ouvidor,3304557.0,2,424,street_data,do Ouvidor,,
84307,45857420,Rua Portugal,3304557.0,2,425,street_data,Portugal,,
275202,136493395,Rua Cândido Benício,3304557.0,2,426,street_data,Cândido Benício,,
1162401,327507693,Rua Andrade Araújo,3304557.0,2,427,street_data,Andrade Araújo,,
0,38868056,Rua Sebastiao Drumond,3304557.0,3,428,street_data,Sebastiao Simoes,1.0,
106741,50510342,Rua Borda do Mato,3304557.0,2,429,street_data,Borda do Mato,,
18018,2689162241.0,Rua Helena Miranda,3304557.0,1,430,points_data,Helena Miranda,,75
127142,69489390,Rua Adolfo Bergamini,3304557.0,2,431,street_data,Adolfo Bergamini,,
473316,172592921,Rua Teodoro da Silva,3304557.0,2,432,street_data,Teodoro da Silva,,
62351,40332606,Avenida Itaóca,3304557.0,2,433,street_data,Itaóca,,
1039108,294561349,Praia do Recôncavo,3304557.0,2,434,street_data,do Recôncavo,,
77382,43767435,Rua Enes Filho,3304557.0,2,435,street_data,Enes Filho,,
592451,199126755,Rua Ebroino Uruguai,3304557.0,2,436,street_data,Ebroino Uruguai,,
70013,41890955,Rua Intendente Cunha Menezes,3304557.0,2,437,street_data,Intendente Cunha Menezes,,
0,38961667,Rua Orlando de Aquino,3304557.0,3,438,street_data,Orlando Dias,0.9519607843137254,
308063,149305321,Rua Tres,3304557.0,2,439,street_data,Tres,,
187767,104833858,Rua Bogari,3304557.0,2,441,street_data,Bogari,,
0,142271312,Rua Manoel Falcão A. Maranhão,3304557.0,3,442,street_data,Manoel Falcão A Maranhao,1.0,
314850,151443334,Avenida Vice-Presidente José Alencar,3304557.0,2,443,street_data,Vice-Presidente José Alencar,,
0,30061027,Rua Engenheiro Moacir Reis,3304557.0,3,444,street_data,Engenheiro Souza Filho,1.0,
420218,165768049,Rua Jordão,3304557.0,2,445,street_data,Jordão,,
64246,38960707,Rua Beira Rio,3304557.0,2,446,street_data,Beira Rio,,
61825,39966185,Rua Barão de Petrópolis,3304557.0,2,447,street_data,Barão de Petrópolis,,
145911,86484882,Rua Sequóia,3304557.0,2,448,street_data,Sequóia,,
58227,38874038,Rua Leocádio Figueiredo,3304557.0,2,449,street_data,Leocádio Figueiredo,,
185826,103456794,Estrada dos Bandeirantes,3304557.0,2,450,street_data,dos Bandeirantes,,
0,37939336,Rua das Hortências,3304557.0,3,451,street_data,das Hortencias,0.9904761904761905,
80725,44050069,Rua Marechal Falcão da Frota,3304557.0,2,452,street_data,Marechal Falcão da Frota,,
0,165759198,Jacarepagua,3304557.0,3,453,street_data,Jacarepagua,1.0,
94779,48499378,Rua Capitão Nilo Val,3304557.0,2,455,street_data,Capitão Nilo Val,,
25985,2968136509.0,Rua Dom Duarte Leopoldo,3304557.0,1,456,points_data,Dom Duarte Leopoldo,,94
0,29627964,Rua Conselheiro Lafaiete,3304557.0,3,457,street_data,Conselheiro Meireles,1.0,
0,43327558,Rua Soldado Servino Mengarda,3304557.0,3,459,street_data,Soldado Sebastião Viana,1.0,
54288,37734321,Rua Sousa Caldas,3304557.0,2,460,street_data,Sousa Caldas,,
28992,30588121,Ladeira da Freguesia,3304557.0,2,461,street_data,da Freguesia,,
915145,263732404,Rua dos Bandeirantes,3304557.0,2,464,street_data,dos Bandeirantes,,
0,39591116,Rua Alice Freitas,3304557.0,3,465,street_data,Alice De Freitas,0.9596153846153846,
183727,102173862,Estrada do Bananal,3304557.0,2,466,street_data,do Bananal,,
61132,39519639,Rua Santa Isaura,3304557.0,2,467,street_data,Santa Isaura,,
6056,14693213,Rua das Laranjeiras,3304557.0,2,468,street_data,das Laranjeiras,,
12642,27592168,Rua Cândido Mendes,3304557.0,2,469,street_data,Cândido Mendes,,
0,44098516,Rua Correia Teixeira,3304557.0,3,470,street_data,Correia de Sá,0.9503205128205129,
244859,129123946,Rua Santo Espeu,3304557.0,2,472,street_data,Santo Espeu,,
1241275,356682032,Rua Virgínia Vidal,3304557.0,2,473,street_data,Virgínia Vidal,,
6024,14527187,Rua Álvaro Ramos,3304557.0,2,474,street_data,Álvaro Ramos,,
59310,39003546,Rua Vicente Tropia,3304557.0,2,476,street_data,Vicente Tropia,,
0,29204364,Rua João de Lery,3304557.0,3,477,street_data,João de Matos,0.9521367521367521,
83995,45819951,Rua da Pedreira,3304557.0,2,479,street_data,da Pedreira,,
0,31371001,Rua Engenheiro Amandino de Carvalho,3304557.0,3,481,street_data,Engenheiro Omar Jose Monteiro,1.0,
7,4217302,Rua Nascimento Silva,3304557.0,2,482,street_data,Nascimento Silva,,
285699,140693694,Rua Alcides Franco,3304557.0,2,483,street_data,Alcides Franco,,
0,43327558,Rua Soldado Servino Mengarda,3304557.0,3,484,street_data,Soldado Sabastiao Machado,0.9695972222222222,
0,440898748,Rua Soter de Araujo,3304557.0,3,485,street_data,Soter de Araújo,1.0,
0,30061027,Rua Engenheiro Moacir Reis,3304557.0,3,486,street_data,Engenheiro Souza Filho,1.0,
792,454457678.0,Rua Belfort Roxo,3304557.0,1,487,points_data,Belfort Roxo,,231
106741,50510342,Rua Borda do Mato,3304557.0,2,488,street_data,Borda do Mato,,
626537,205834246,Rua Calmon Cabral,3304557.0,2,489,street_data,Calmon Cabral,,
32075,30988938,Avenida Rio Branco,3304557.0,2,490,street_data,Rio Branco,,
34703,31363561,Estrada da Ilha,3304557.0,2,491,street_data,da Ilha,,
286195,140874217,Estrada da Cambota,3304557.0,2,493,street_data,da Cambota,,
897522,260224026,Rua Santo Agostinho,3304557.0,2,494,street_data,Santo Agostinho,,
6387,15833229,Rua Pacheco Leão,3304557.0,2,496,street_data,Pacheco Leão,,
55344,38004385,Rua Luís Coutinho Cavalcanti,3304557.0,2,498,street_data,Luís Coutinho Cavalcanti,,
0,165771153,Rua Jacarandá,3304557.0,3,500,street_data,Jacarandas,0.9792592592592593,
77804,43901606,Rua Castanheiro,3304557.0,2,501,street_data,Castanheiro,,
1132056,318886673,Rua Afonso Terra,3304557.0,2,502,street_data,Afonso Terra,,
0,129208847,Rua Libero Badaró,3304557.0,3,503,street_data,Líbero Badaró,0.9538461538461539,
179195,99051054,Rua Barão,3304557.0,2,504,street_data,Barão,,
62676,40505819,Rua Manuel Wanderley,3304557.0,2,505,street_data,Manuel Wanderley,,
0,31360943,Avenida Maria Teresa,3304557.0,3,508,street_data,Maria Teixeira,0.9740981240981241,
90979,48223501,Rua Brasil,3304557.0,2,509,street_data,Brasil,,
70073,41891147,Rua Gregório Neves,3304557.0,2,510,street_data,Gregório Neves,,
53773,37550723,Rua Regente Lima e Silva,3304557.0,2,511,street_data,Regente Lima e Silva,,
1743072,546145215,Rua Namur,3304557.0,2,514,street_data,Namur,,
1054097,297973799,Rua Batista,3304557.0,2,515,street_data,Batista,,
1167775,329056672,Rua Barão de Jaguaripe,3304557.0,2,516,street_data,Barão de Jaguaripe,,
115844,53813561,Rua Conde de Bonfim,3304557.0,2,517,street_data,Conde de Bonfim,,
0,87346135,Rua Jorge de Siqueira,3304557.0,3,519,street_data,Jorge Siqueira,0.9526610644257703,
81246,44583803,Rua Pirapua,3304557.0,2,520,street_data,Pirapua,,
0,165731246,Avenida Senador Danton Jobim,3304557.0,3,521,street_data,Senador Do Bairro Iracema,0.9727777777777777,
48864,34467034,Rua Senador Furtado,3304557.0,2,522,street_data,Senador Furtado,,
106162,50192497,Rua André Rocha,3304557.0,2,523,street_data,André Rocha,,
69943,41885423,Rua Doutor Niemeyer,3304557.0,2,525,street_data,Doutor Niemeyer,,
0,43858016,Rua Capitao Cader Matori,3304557.0,3,526,street_data,Capitao Alencar Batista,0.9557004830917875,
0,728219186,Ilha de Guaratiba,3304557.0,3,527,street_data,Ilha De Guaratiba,0.9803921568627452,
53786,37556315,Rua Maria José,3304557.0,2,528,street_data,Maria José,,
53931,37577923,Rua Dona Clara,3304557.0,2,530,street_data,Dona Clara,,
62200,40160361,Rua Domingos Pires,3304557.0,2,531,street_data,Domingos Pires,,
54627,37875085,Rua Óbidos,3304557.0,2,533,street_data,Óbidos,,
64227,38863277,Rua Padre Mário Verse,3304557.0,2,534,street_data,Padre Mário Verse,,
506474,177026385,Rua Canoana,3304557.0,2,535,street_data,Canoana,,
0,30061027,Rua Engenheiro Moacir Reis,3304557.0,3,537,street_data,Engenheiro Souza Filho,1.0,
698757,223480494,Rua Jitauna,3304557.0,2,538,street_data,Jitauna,,
77198,43698635,Avenida Schultz Wenk,3304557.0,2,540,street_data,Schultz Wenk,,
201500,112582156,Rua 33,3304557.0,2,541,street_data,33,,
56500,38383936,Estrada do Cafundá,3304557.0,2,542,street_data,do Cafundá,,
0,43648197,Rua Artur Imbassaí,3304557.0,3,545,street_data,Artur Imbassai,1.0,
118719,59112885,Avenida Maracanã,3304557.0,2,546,street_data,Maracanã,,
64677,40748928,Rua Santo Antônio,3304557.0,2,547,street_data,Santo Antônio,,
6269,15289773,Praça Eugênio Jardim,3304557.0,2,548,street_data,Eugênio Jardim,,
419426,165731134,Rua Coronel Paulo Malta Rezende,3304557.0,2,549,street_data,Coronel Paulo Malta Rezende,,
75717,43325749,Rua São João Gualberto,3304557.0,2,550,street_data,São João Gualberto,,
66669,40810745,Rua Araújo Leitão,3304557.0,2,551,street_data,Araújo Leitão,,
778335,236680752,Rua Barão de Ubá,3304557.0,2,552,street_data,Barão de Ubá,,
75719,43325840,Rua Alice Tibiriçá,3304557.0,2,553,street_data,Alice Tibiriçá,,
652145,217153246,Rua Isabel,3304557.0,2,554,street_data,Isabel,,
75077,43280738,Rua Coronel Camisão,3304557.0,2,556,street_data,Coronel Camisão,,
70387,42161336,Rua Euclides da Rocha,3304557.0,2,557,street_data,Euclides da Rocha,,
0,4302866398.0,Rua Francisco Otaviano,3304557.0,3,559,points_data,Francisco Bernardino,1.0,
286368,140911463,Rua Juripiranga,3304557.0,2,560,street_data,Juripiranga,,
276092,137379458,Rua Antônio Austregésilo,3304557.0,2,561,street_data,Antônio Austregésilo,,
58169,38868718,Rua F,3304557.0,2,563,street_data,F,,
0,2664059169.0,Rua Antônio Maroun,3304557.0,3,564,points_data,Antônio Badajos,0.9587301587301588,
0,2670851299.0,Rua Professor Motta Maia,3304557.0,3,567,points_data,Professor Luiz Cantanhede,1.0,
85652,46341116,Rua Um,3304557.0,2,568,street_data,Um,,
0,166261759,Rua Macarau,3304557.0,3,570,street_data,Macaraú,0.9619047619047619,
62499,40497865,Estrada de Jacarepaguá,3304557.0,2,571,street_data,de Jacarepaguá,,
26285,29915530,Estrada da Barra da Tijuca,3304557.0,2,572,street_data,da Barra da Tijuca,,
85650,46341110,Rua Quatorze,3304557.0,2,573,street_data,Quatorze,,
66780,40819790,Rua Juparaná,3304557.0,2,574,street_data,Juparaná,,
60163,39128590,Rua Esperança,3304557.0,2,575,street_data,Esperança,,
62258,40167041,Estrada da Água Grande,3304557.0,2,576,street_data,da Água Grande,,
0,25562358,Rua Manuel Bonfim,3304557.0,3,577,street_data,Manuel Barros,0.958974358974359,
0,123279553,Rua São José de Ubá,3304557.0,3,579,street_data,São José Operário,0.9793464052287582,
70034,41890983,Rua Lins de Vasconcelos,3304557.0,2,580,street_data,Lins de Vasconcelos,,
72811,42430265,Rua Noêmia Nunes,3304557.0,2,581,street_data,Noêmia Nunes,,
5964,14519270,Rua Dona Mariana,3304557.0,2,582,street_data,Dona Mariana,,
26081,29626811,Rua Francisco Sá,3304557.0,2,584,street_data,Francisco Sá,,
41960,3799323774.0,Rua Haia,3304557.0,1,585,points_data,Haia,,174
46683,33300140,Rua Prudente de Morais,3304557.0,2,587,street_data,Prudente de Morais,,
0,2689151618.0,Rua Almirante Heleno Nunes,3304557.0,3,589,points_data,Almirante Tamandaré,1.0,
1331412,377112726,Rua Fausto de Sousa,3304557.0,2,590,street_data,Fausto de Sousa,,
793,454457680.0,Rua Barata Ribeiro,3304557.0,1,591,points_data,Barata Ribeiro,,35
420218,165768049,Rua Jordão,3304557.0,2,592,street_data,Jordão,,
1340339,378495914,Rua Beira Mar,3304557.0,2,593,street_data,Beira Mar,,
879067,257016543,Rua Alberico de Morais,3304557.0,2,594,street_data,Alberico de Morais,,
186077,103498968,Rua Padre Telêmaco,3304557.0,2,595,street_data,Padre Telêmaco,,
6056,14693213,Rua das Laranjeiras,3304557.0,2,597,street_data,das Laranjeiras,,
133363,75642670,Rua Domingos Alves Meira,3304557.0,2,598,street_data,Domingos Alves Meira,,
0,153393493,Rua Carlos Marighella,3304557.0,3,599,street_data,Carlos Mattoso Corrêa,0.9723622782446312,
424104,166261792,Rua Doutor José Alves da Silva,3304557.0,2,600,street_data,Doutor José Alves da Silva,,
0,30986309,Rua Jornalista Orlando Dantas,3304557.0,3,601,street_data,Jornalista Paulo Rehder,1.0,
791858,239828322,Rua Silvia Pozzano,3304557.0,2,602,street_data,Silvia Pozzano,,
61148,39519745,Rua Ibirapuita,3304557.0,2,603,street_data,Ibirapuita,,
227290,126379216,Rua Muriaca,3304557.0,2,604,street_data,Muriaca,,
427295,166513965,Rua Leonor Chrisman Mulle,3304557.0,2,606,street_data,Leonor Chrisman Mulle,,
326602,153270541,Rua Dezoito de Outubro,3304557.0,2,608,street_data,Dezoito de Outubro,,
172047,96587770,Avenida Presidente João Goulart,3304557.0,2,609,street_data,Presidente João Goulart,,
104359,49711124,Rua Dante Santoro,3304557.0,2,611,street_data,Dante Santoro,,
156374,91269258,Rua São Marcos,3304557.0,2,612,street_data,São Marcos,,
64600,40743736,Travessa Mileto,3304557.0,2,615,street_data,Mileto,,
0,23952337,Avenida Cesário de Melo,3304557.0,3,616,street_data,Cesário de Melo,1.0,
62192,40140388,Rua Maria Benjamin,3304557.0,2,617,street_data,Maria Benjamin,,
61950,40062575,Rua Adelaide,3304557.0,2,618,street_data,Adelaide,,
426746,166498712,Rua Dona Isabel,3304557.0,2,620,street_data,Dona Isabel,,
55139,37940414,Rua dos Crisântemos,3304557.0,2,621,street_data,dos Crisântemos,,
426789,166498802,Rua Sizenando Nabuco,3304557.0,2,622,street_data,Sizenando Nabuco,,
330175,153664627,Rua Afrânio Peixoto,3304557.0,2,625,street_data,Afrânio Peixoto,,
6354,15762196,Rua República do Peru,3304557.0,2,626,street_data,República do Peru,,
0,37550038,Rio Pequeno,3304557.0,3,627,street_data,Rio Pequeno,1.0,
750150,230467826,Rua Marquês de Olinda,3304557.0,2,629,street_data,Marquês de Olinda,,
1208,570371510.0,Rua São José,3304557.0,1,630,points_data,São José,,48
0,5576655499.0,Rua Francisco Otaviano,3304557.0,3,631,points_data,Francisco De Sa Junior,1.0,
72825,42430283,Rua Aguiar Moreira,3304557.0,2,632,street_data,Aguiar Moreira,,
84505,45894657,Rua Ferreira,3304557.0,2,633,street_data,Ferreira,,
72649,42365241,Rua Saint Roman,3304557.0,2,634,street_data,Saint Roman,,
915046,263732293,Caminho da Cascatinha,3304557.0,2,635,street_data,da Cascatinha,,
57414,38606814,Avenida Carlos Meziano,3304557.0,2,636,street_data,Carlos Meziano,,
504764,176719027,Rua Gupiara,3304557.0,2,638,street_data,Gupiara,,
7206,22803203,Rua General Urquiza,3304557.0,2,639,street_data,General Urquiza,,
0,37698954,Rua Vinte e Quatro de Maio,3304557.0,3,640,street_data,Vinte e Oito de Setembro,0.9595216874628639,
113995,52469221,Rua Canning,3304557.0,2,641,street_data,Canning,,
0,166552033,Rua da Paciencia,3304557.0,3,642,street_data,da Paciência,0.9833333333333333,
1936352,692603072,Rua Acácio Santos,3304557.0,2,643,street_data,Acácio Santos,,
1249761,359815007,Rua Vila Verde,3304557.0,2,644,street_data,Vila Verde,,
81042,44098373,Rua Ocaibi,3304557.0,2,645,street_data,Ocaibi,,
32008,30967947,Rua Estácio Coimbra,3304557.0,2,646,street_data,Estácio Coimbra,,
27273,30123478,Rua Ministro Viveiros de Castro,3304557.0,2,647,street_data,Ministro Viveiros de Castro,,
0,30105435,Rua Comandante Maurity,3304557.0,3,648,street_data,Comandante Luiz Souto,1.0,
84194,45854586,Rua da Chita,3304557.0,2,649,street_data,da Chita,,
34748,31372514,Estrada do Magarça,3304557.0,2,650,street_data,do Magarça,,
0,33762940,Rua Cerqueira,3304557.0,3,651,street_data,Cerqueira Lima,0.9880952380952381,
0,176706871,Rua Almerinda de Castro,3304557.0,3,652,street_data,Almerinda De Castro Sn,1.0,
666300,220539070,Rua Barão de São Félix,3304557.0,2,653,street_data,Barão de São Félix,,
1463585,415536238,Rua Pádua,3304557.0,2,654,street_data,Pádua,,
61002,39482213,Avenida dos Italianos,3304557.0,2,655,street_data,dos Italianos,,
286344,140909546,Rua Vieira Ravasco,3304557.0,2,656,street_data,Vieira Ravasco,,
296370,144334248,Rua Povina Cavalcanti,3304557.0,2,657,street_data,Povina Cavalcanti,,
63752,40661163,Rua Jessé,3304557.0,2,658,street_data,Jessé,,
401033,162295037,Rua Santo Irineu,3304557.0,2,659,street_data,Santo Irineu,,
419948,165759346,Avenida São Josemaria Escrivá,3304557.0,2,660,street_data,São Josemaria Escrivá,,
34623,31292922,Avenida Lúcio Costa,3304557.0,2,661,street_data,Lúcio Costa,,
0,39583205,Rua Pinhará,3304557.0,3,662,street_data,Pinhara,0.9619047619047619,
423314,166174599,Rua Catiara,3304557.0,2,663,street_data,Catiara,,
308308,149318029,Estrada da Pena,3304557.0,2,665,street_data,da Pena,,
53764,37550667,Estrada Intendente Magalhães,3304557.0,2,667,street_data,Intendente Magalhães,,
1162179,327485403,Rua Lima Barreto,3304557.0,2,668,street_data,Lima Barreto,,
6278,15469624,Rua Barão de Ipanema,3304557.0,2,669,street_data,Barão de Ipanema,,
7471,23037263,Rua São Francisco Xavier,3304557.0,2,671,street_data,São Francisco Xavier,,
418272,165402625,Rua Jamil Barbar Cury,3549805.0,2,672,street_data,Jamil Barbar Cury,,
0,156748506,Rua José Candido Rosa,3549805.0,3,673,street_data,José Cândido Rosa,0.9843137254901961,
0,310272958,Rua Sade Madium,3549805.0,3,674,street_data,Sade Madlun,0.9757575757575758,
294252,143387100,Rua Ararigboia,3549805.0,2,675,street_data,Ararigboia,,
1044401,295644062,Rua Gastão Vidigal,3549805.0,2,676,street_data,Gastão Vidigal,,
741225,229345339,Rua da Fé,3549805.0,2,677,street_data,da Fé,,
0,156785312,Avenida Vera Cruz,3549805.0,3,678,street_data,Vera Cruz,1.0,
357842,156856630,Rua José Anésio Colombo,3549805.0,2,680,street_data,José Anésio Colombo,,
0,313943105,Rua Vanderley Garcia Girardi,3549805.0,3,681,street_data,Vanderlei Garcia Girardi,0.9727053140096619,
295701,143969777,Rua Euclides de Lima,3549805.0,2,682,street_data,Euclides de Lima,,
295328,143827898,Rua Chiquinha Rodrigues,3549805.0,2,683,street_data,Chiquinha Rodrigues,,
1551117,457093991,Rua Patrícia Rodrigues Fontes,3549805.0,2,684,street_data,Patrícia Rodrigues Fontes,,
356307,156711291,Avenida Luiza Cerazi Waiteman,3549805.0,2,685,street_data,Luiza Cerazi Waiteman,,
356296,156711213,Rua Penita,3549805.0,2,686,street_data,Penita,,
417550,165312361,Rua Adolpho Bonazzi,3549805.0,2,687,street_data,Adolpho Bonazzi,,
132998,75046217,Rua Bernardino de Campos,3549805.0,2,688,street_data,Bernardino de Campos,,
1245057,358280543,Rua Noel Oliveira de Oliveira,4300406.0,2,689,street_data,Noel Oliveira de Oliveira,,
855171,253236066,Avenida Caverá,4300406.0,2,690,street_data,Caverá,,
0,257397014,Rua Barão do Cerro Largo,4300406.0,3,691,street_data,Barao Do Cerro Largo,0.9533333333333333,
882643,257662686,Praça Castelo Branco,4300406.0,2,692,street_data,Castelo Branco,,
0,358280537,Rua Lendas do Jarau,4300406.0,3,693,street_data,Lendas do Jaraú,1.0,
126626,69221906,Rua Nadia,3304144.0,2,694,street_data,Nadia,,
0,125761082,Rua Vera Lucia,3304144.0,3,696,street_data,Vera Lúcia,0.9733333333333333,
1344463,378591237,Rua Marcelo,3304144.0,2,702,street_data,Marcelo,,
748703,230283618,Rua Um,1506807.0,2,705,street_data,Um,,
129254,70651736,Travessa Silvino Pinto,1506807.0,2,706,street_data,Silvino Pinto,,
129259,70654321,Avenida Plácido de Castro,1506807.0,2,708,street_data,Plácido de Castro,,
750065,230458684,Rua Itamarati,1506807.0,2,709,street_data,Itamarati,,
146281,86961699,Rua Angelim,1506807.0,2,711,street_data,Angelim,,
749675,230391442,Rua Conceição Barreto,1506807.0,2,712,street_data,Conceição Barreto,,
14444,28245577,Avenida Dom Frederico Costa,1506807.0,2,713,street_data,Dom Frederico Costa,,
750111,230463303,Rua Tamoios,1506807.0,2,714,street_data,Tamoios,,
144189,85703761,Rua Sofia Imbiriba,1506807.0,2,715,street_data,Sofia Imbiriba,,
131170,71945733,Avenida Muiraquitã,1506807.0,2,718,street_data,Muiraquitã,,
1984581,723902388,Beco São Marcos,1506807.0,2,719,street_data,São Marcos,,
749954,230395467,Rua C,1506807.0,2,720,street_data,C,,
750453,230487431,Rua Tucumã,1506807.0,2,721,street_data,Tucumã,,
146278,86961014,Rua Turiano Meira,1506807.0,2,722,street_data,Turiano Meira,,
259210,131653973,Rua Nossa Senhora da Conceição,1506807.0,2,723,street_data,Nossa Senhora da Conceição,,
482697,173177856,Rua São Lucas,1506807.0,2,725,street_data,São Lucas,,
1754358,551552185,Avenida Borges Leal,1506807.0,2,726,street_data,Borges Leal,,
665151,220229865,Rua Senador Teotonio Vilela,2900702.0,2,728,street_data,Senador Teotonio Vilela,,
1023236,291729473,Rua Marechal Floriano,2900702.0,2,729,street_data,Marechal Floriano,,
0,195826132,Rua Nova Esperanca,2900702.0,3,730,street_data,Nova Esperanca,1.0,
246277,129248937,Rua Alecrim,2900702.0,2,731,street_data,Alecrim,,
1939105,693783893,Rua Duque de Caxias,2900702.0,2,732,street_data,Duque de Caxias,,
0,143410470,Rua Álvaro Borges,3302403.0,3,734,street_data,Álvaro Moraes,0.9692307692307692,
286689,141139025,Rua José Henrique da Silva,3302403.0,2,735,street_data,José Henrique da Silva,,
335765,154235363,Rua Três,3302403.0,2,736,street_data,Três,,
0,143965618,Rua Vereador Juares Malheiros Chaloub,3302403.0,3,738,street_data,Vereador Roberto Garrido de Souza,0.9662337662337662,
312811,150917073,Alameda Raimundo Corrêa,3302403.0,2,739,street_data,Raimundo Corrêa,,
788447,239255612,Rua Cinco,3302403.0,2,740,street_data,Cinco,,
67586,41169792,Avenida Prefeito Aristeu Ferreira da Silva,3302403.0,2,742,street_data,Prefeito Aristeu Ferreira da Silva,,
296208,144274847,Rua Brigadeiro Eduardo Gomes,3302403.0,2,744,street_data,Brigadeiro Eduardo Gomes,,
788000,239143097,Rua E,3302403.0,2,746,street_data,E,,
296205,144274844,Rua D,3302403.0,2,747,street_data,D,,
264164,132589329,Rua Governador Roberto Silveira,3302403.0,2,748,street_data,Governador Roberto Silveira,,
1263333,363533505,Rua Um,3302403.0,2,749,street_data,Um,,
324941,152980671,Rua Leopoldina Araújo,3302403.0,2,750,street_data,Leopoldina Araújo,,
0,132518396,Rua Prefeito Eduardo Serrano,3302403.0,3,751,street_data,Prefeito Lobo Júnior,0.9701587301587302,
1263341,363533515,Rua Quatro,3302403.0,2,752,street_data,Quatro,,
0,183657775,Avenida Dona Chiquinha Avelar,3167202.0,3,753,street_data,Dona Chiquinha de Avelar,1.0,
993784,286360806,Rua Galileu,3167202.0,2,755,street_data,Galileu,,
157066,91652510,Rua João do Vale,3167202.0,2,756,street_data,João do Vale,,
534414,183656398,Rua Uberlândia,3167202.0,2,759,street_data,Uberlândia,,
987770,285242068,Rua Cassiano Alves Viana,3167202.0,2,760,street_data,Cassiano Alves Viana,,
531773,183100091,Rua Santa Cruz,3167202.0,2,761,street_data,Santa Cruz,,
